,group1,group2,meandiff,p-adj,lower,upper,reject
0,100 mile house,Agassiz-Harrison,-9.1523,0.0,-13.177,-5.1276,True
1,100 mile house,Ashcroft-Cache-Creek-Clinton,23.0406,0.0,19.0159,27.0654,True
2,100 mile house,Bulkley Nechako,-10.3815,0.0,-14.4063,-6.3568,True
3,100 mile house,Campbell River,-1.9978,0.999,-6.0226,2.0269,False
4,100 mile house,Central Fraser Valley,-8.6703,0.0,-12.695,-4.6456,True
5,100 mile house,Chilliwack,-8.0808,0.0,-12.1055,-4.0561,True
6,100 mile house,Clearwater,7.2259,0.0,3.2012,11.2507,True
7,100 mile house,Columbia Valley,-7.2822,0.0,-11.3069,-3.2575,True
8,100 mile house,Comox Valley,-3.563,0.2064,-7.5878,0.4617,False
9,100 mile house,Cowichan Valley,-1.6895,1.0,-5.7142,2.3352,False
10,100 mile house,Cranbrook,-7.6784,0.0,-11.7032,-3.6537,True
11,100 mile house,Creston Valley,-10.2571,0.0,-14.2819,-6.2324,True
12,100 mile house,Dawson Creek,-11.6481,0.0,-15.6728,-7.6234,True
13,100 mile house,Elk Valley,-4.8179,0.002,-8.8426,-0.7932,True
14,100 mile house,Fort St John,-10.4716,0.0,-14.4963,-6.4469,True
15,100 mile house,Greater Vancouver,-10.7805,0.0,-14.8052,-6.7558,True
16,100 mile house,Hazeltons,-2.666,0.8746,-6.6907,1.3587,False
17,100 mile house,Hope,-9.4263,0.0,-13.451,-5.4016,True
18,100 mile house,Kamloops,-5.7453,0.0,-9.77,-1.7206,True
19,100 mile house,Kelowna,-5.3781,0.0001,-9.4028,-1.3534,True
20,100 mile house,Kimberley,-6.9178,0.0,-10.9426,-2.8931,True
21,100 mile house,Kitimat,-1.7857,0.9999,-5.8105,2.239,False
22,100 mile house,Merritt,-5.0221,0.0008,-9.0468,-0.9973,True
23,100 mile house,Mount Waddington,10.0556,0.0,6.0309,14.0803,True
24,100 mile house,Nanaimo,-7.4873,0.0,-11.5121,-3.4626,True
25,100 mile house,Pemberton Valley,11.6015,0.0,7.5768,15.6262,True
26,100 mile house,Port Alberni,-7.9467,0.0,-11.9714,-3.922,True
27,100 mile house,Port Edward,-10.5638,0.0,-14.5885,-6.5391,True
28,100 mile house,Powell River,-3.7608,0.1181,-7.7855,0.264,False
29,100 mile house,Prince George,-10.9226,0.0,-14.9473,-6.8979,True
30,100 mile house,Prince Rupert,-10.864,0.0,-14.8888,-6.8393,True
31,100 mile house,Quesnel,-3.1346,0.5198,-7.1593,0.8901,False
32,100 mile house,Revelstoke,-6.6629,0.0,-10.6876,-2.6382,True
33,100 mile house,Salt Spring Island,0.9112,1.0,-3.1135,4.936,False
34,100 mile house,Shuswap,-11.8154,0.0,-15.8401,-7.7907,True
35,100 mile house,Skeena,-0.7675,1.0,-4.7922,3.2572,False
36,100 mile house,Smithers,16.1075,0.0,12.0828,20.1322,True
37,100 mile house,South Okanagan Similkameen,-13.8307,0.0,-17.8554,-9.806,True
38,100 mile house,Squamish,-6.7764,0.0,-10.8011,-2.7516,True
39,100 mile house,Sunshine Coast,-0.009,1.0,-4.0337,4.0158,False
40,100 mile house,Terrace,-2.6308,0.8923,-6.6555,1.394,False
41,100 mile house,Vernon,-10.0817,0.0,-14.1064,-6.0569,True
42,100 mile house,Victoria,-11.1451,0.0,-15.1699,-7.1204,True
43,100 mile house,West Kootenay,-2.5492,0.9267,-6.5739,1.4755,False
44,100 mile house,Whistler,-9.0595,0.0,-13.0842,-5.0348,True
45,100 mile house,Williams Lake,-6.5909,0.0,-10.6156,-2.5661,True
46,Agassiz-Harrison,Ashcroft-Cache-Creek-Clinton,32.1929,0.0,28.1682,36.2176,True
47,Agassiz-Harrison,Bulkley Nechako,-1.2292,1.0,-5.254,2.7955,False
48,Agassiz-Harrison,Campbell River,7.1545,0.0,3.1297,11.1792,True
49,Agassiz-Harrison,Central Fraser Valley,0.482,1.0,-3.5427,4.5067,False
50,Agassiz-Harrison,Chilliwack,1.0715,1.0,-2.9532,5.0962,False
51,Agassiz-Harrison,Clearwater,16.3782,0.0,12.3535,20.403,True
52,Agassiz-Harrison,Columbia Valley,1.8701,0.9998,-2.1546,5.8948,False
53,Agassiz-Harrison,Comox Valley,5.5893,0.0,1.5645,9.614,True
54,Agassiz-Harrison,Cowichan Valley,7.4628,0.0,3.4381,11.4875,True
55,Agassiz-Harrison,Cranbrook,1.4739,1.0,-2.5509,5.4986,False
56,Agassiz-Harrison,Creston Valley,-1.1048,1.0,-5.1296,2.9199,False
57,Agassiz-Harrison,Dawson Creek,-2.4958,0.9446,-6.5205,1.5289,False
58,Agassiz-Harrison,Elk Valley,4.3344,0.0158,0.3097,8.3591,True
59,Agassiz-Harrison,Fort St John,-1.3193,1.0,-5.344,2.7054,False
60,Agassiz-Harrison,Greater Vancouver,-1.6282,1.0,-5.6529,2.3965,False
61,Agassiz-Harrison,Hazeltons,6.4863,0.0,2.4615,10.511,True
62,Agassiz-Harrison,Hope,-0.274,1.0,-4.2987,3.7507,False
63,Agassiz-Harrison,Kamloops,3.407,0.3031,-0.6177,7.4317,False
64,Agassiz-Harrison,Kelowna,3.7742,0.1134,-0.2505,7.7989,False
65,Agassiz-Harrison,Kimberley,2.2345,0.9903,-1.7903,6.2592,False
66,Agassiz-Harrison,Kitimat,7.3666,0.0,3.3418,11.3913,True
67,Agassiz-Harrison,Merritt,4.1302,0.0343,0.1055,8.155,True
68,Agassiz-Harrison,Mount Waddington,19.2079,0.0,15.1832,23.2326,True
69,Agassiz-Harrison,Nanaimo,1.665,1.0,-2.3598,5.6897,False
70,Agassiz-Harrison,Pemberton Valley,20.7538,0.0,16.7291,24.7785,True
71,Agassiz-Harrison,Port Alberni,1.2056,1.0,-2.8191,5.2303,False
72,Agassiz-Harrison,Port Edward,-1.4115,1.0,-5.4362,2.6132,False
73,Agassiz-Harrison,Powell River,5.3915,0.0001,1.3668,9.4163,True
74,Agassiz-Harrison,Prince George,-1.7703,0.9999,-5.795,2.2544,False
75,Agassiz-Harrison,Prince Rupert,-1.7118,1.0,-5.7365,2.313,False
76,Agassiz-Harrison,Quesnel,6.0177,0.0,1.993,10.0424,True
77,Agassiz-Harrison,Revelstoke,2.4894,0.9466,-1.5353,6.5141,False
78,Agassiz-Harrison,Salt Spring Island,10.0635,0.0,6.0388,14.0883,True
79,Agassiz-Harrison,Shuswap,-2.6631,0.8762,-6.6879,1.3616,False
80,Agassiz-Harrison,Skeena,8.3848,0.0,4.3601,12.4095,True
81,Agassiz-Harrison,Smithers,25.2598,0.0,21.2351,29.2845,True
82,Agassiz-Harrison,South Okanagan Similkameen,-4.6784,0.0037,-8.7031,-0.6537,True
83,Agassiz-Harrison,Squamish,2.3759,0.973,-1.6488,6.4007,False
84,Agassiz-Harrison,Sunshine Coast,9.1433,0.0,5.1186,13.1681,True
85,Agassiz-Harrison,Terrace,6.5215,0.0,2.4968,10.5463,True
86,Agassiz-Harrison,Vernon,-0.9294,1.0,-4.9541,3.0953,False
87,Agassiz-Harrison,Victoria,-1.9928,0.999,-6.0176,2.0319,False
88,Agassiz-Harrison,West Kootenay,6.6031,0.0,2.5784,10.6278,True
89,Agassiz-Harrison,Whistler,0.0928,1.0,-3.9319,4.1175,False
90,Agassiz-Harrison,Williams Lake,2.5614,0.9221,-1.4633,6.5862,False
91,Ashcroft-Cache-Creek-Clinton,Bulkley Nechako,-33.4222,0.0,-37.4469,-29.3974,True
92,Ashcroft-Cache-Creek-Clinton,Campbell River,-25.0385,0.0,-29.0632,-21.0137,True
93,Ashcroft-Cache-Creek-Clinton,Central Fraser Valley,-31.7109,0.0,-35.7357,-27.6862,True
94,Ashcroft-Cache-Creek-Clinton,Chilliwack,-31.1214,0.0,-35.1461,-27.0967,True
95,Ashcroft-Cache-Creek-Clinton,Clearwater,-15.8147,0.0,-19.8394,-11.79,True
96,Ashcroft-Cache-Creek-Clinton,Columbia Valley,-30.3228,0.0,-34.3476,-26.2981,True
97,Ashcroft-Cache-Creek-Clinton,Comox Valley,-26.6037,0.0,-30.6284,-22.5789,True
98,Ashcroft-Cache-Creek-Clinton,Cowichan Valley,-24.7301,0.0,-28.7549,-20.7054,True
99,Ashcroft-Cache-Creek-Clinton,Cranbrook,-30.7191,0.0,-34.7438,-26.6943,True
100,Ashcroft-Cache-Creek-Clinton,Creston Valley,-33.2978,0.0,-37.3225,-29.273,True
101,Ashcroft-Cache-Creek-Clinton,Dawson Creek,-34.6887,0.0,-38.7135,-30.664,True
102,Ashcroft-Cache-Creek-Clinton,Elk Valley,-27.8585,0.0,-31.8833,-23.8338,True
103,Ashcroft-Cache-Creek-Clinton,Fort St John,-33.5122,0.0,-37.5369,-29.4875,True
104,Ashcroft-Cache-Creek-Clinton,Greater Vancouver,-33.8211,0.0,-37.8459,-29.7964,True
105,Ashcroft-Cache-Creek-Clinton,Hazeltons,-25.7067,0.0,-29.7314,-21.6819,True
106,Ashcroft-Cache-Creek-Clinton,Hope,-32.4669,0.0,-36.4917,-28.4422,True
107,Ashcroft-Cache-Creek-Clinton,Kamloops,-28.7859,0.0,-32.8107,-24.7612,True
108,Ashcroft-Cache-Creek-Clinton,Kelowna,-28.4187,0.0,-32.4435,-24.394,True
109,Ashcroft-Cache-Creek-Clinton,Kimberley,-29.9585,0.0,-33.9832,-25.9337,True
110,Ashcroft-Cache-Creek-Clinton,Kitimat,-24.8264,0.0,-28.8511,-20.8016,True
111,Ashcroft-Cache-Creek-Clinton,Merritt,-28.0627,0.0,-32.0874,-24.038,True
112,Ashcroft-Cache-Creek-Clinton,Mount Waddington,-12.985,0.0,-17.0098,-8.9603,True
113,Ashcroft-Cache-Creek-Clinton,Nanaimo,-30.528,0.0,-34.5527,-26.5032,True
114,Ashcroft-Cache-Creek-Clinton,Pemberton Valley,-11.4391,0.0,-15.4639,-7.4144,True
115,Ashcroft-Cache-Creek-Clinton,Port Alberni,-30.9873,0.0,-35.0121,-26.9626,True
116,Ashcroft-Cache-Creek-Clinton,Port Edward,-33.6044,0.0,-37.6292,-29.5797,True
117,Ashcroft-Cache-Creek-Clinton,Powell River,-26.8014,0.0,-30.8261,-22.7767,True
118,Ashcroft-Cache-Creek-Clinton,Prince George,-33.9632,0.0,-37.9879,-29.9385,True
119,Ashcroft-Cache-Creek-Clinton,Prince Rupert,-33.9047,0.0,-37.9294,-29.8799,True
120,Ashcroft-Cache-Creek-Clinton,Quesnel,-26.1752,0.0,-30.2,-22.1505,True
121,Ashcroft-Cache-Creek-Clinton,Revelstoke,-29.7035,0.0,-33.7283,-25.6788,True
122,Ashcroft-Cache-Creek-Clinton,Salt Spring Island,-22.1294,0.0,-26.1541,-18.1047,True
123,Ashcroft-Cache-Creek-Clinton,Shuswap,-34.856,0.0,-38.8808,-30.8313,True
124,Ashcroft-Cache-Creek-Clinton,Skeena,-23.8081,0.0,-27.8328,-19.7834,True
125,Ashcroft-Cache-Creek-Clinton,Smithers,-6.9331,0.0,-10.9579,-2.9084,True
126,Ashcroft-Cache-Creek-Clinton,South Okanagan Similkameen,-36.8713,0.0,-40.8961,-32.8466,True
127,Ashcroft-Cache-Creek-Clinton,Squamish,-29.817,0.0,-33.8417,-25.7923,True
128,Ashcroft-Cache-Creek-Clinton,Sunshine Coast,-23.0496,0.0,-27.0743,-19.0249,True
129,Ashcroft-Cache-Creek-Clinton,Terrace,-25.6714,0.0,-29.6961,-21.6467,True
130,Ashcroft-Cache-Creek-Clinton,Vernon,-33.1223,0.0,-37.147,-29.0976,True
131,Ashcroft-Cache-Creek-Clinton,Victoria,-34.1858,0.0,-38.2105,-30.161,True
132,Ashcroft-Cache-Creek-Clinton,West Kootenay,-25.5898,0.0,-29.6145,-21.5651,True
133,Ashcroft-Cache-Creek-Clinton,Whistler,-32.1001,0.0,-36.1249,-28.0754,True
134,Ashcroft-Cache-Creek-Clinton,Williams Lake,-29.6315,0.0,-33.6562,-25.6068,True
135,Bulkley Nechako,Campbell River,8.3837,0.0,4.359,12.4084,True
136,Bulkley Nechako,Central Fraser Valley,1.7112,1.0,-2.3135,5.7359,False
137,Bulkley Nechako,Chilliwack,2.3007,0.9839,-1.724,6.3255,False
138,Bulkley Nechako,Clearwater,17.6075,0.0,13.5827,21.6322,True
139,Bulkley Nechako,Columbia Valley,3.0993,0.5503,-0.9254,7.124,False
140,Bulkley Nechako,Comox Valley,6.8185,0.0,2.7938,10.8432,True
141,Bulkley Nechako,Cowichan Valley,8.692,0.0,4.6673,12.7167,True
142,Bulkley Nechako,Cranbrook,2.7031,0.8543,-1.3216,6.7278,False
143,Bulkley Nechako,Creston Valley,0.1244,1.0,-3.9003,4.1491,False
144,Bulkley Nechako,Dawson Creek,-1.2666,1.0,-5.2913,2.7582,False
145,Bulkley Nechako,Elk Valley,5.5636,0.0,1.5389,9.5884,True
146,Bulkley Nechako,Fort St John,-0.0901,1.0,-4.1148,3.9347,False
147,Bulkley Nechako,Greater Vancouver,-0.399,1.0,-4.4237,3.6258,False
148,Bulkley Nechako,Hazeltons,7.7155,0.0,3.6908,11.7402,True
149,Bulkley Nechako,Hope,0.9552,1.0,-3.0695,4.9799,False
150,Bulkley Nechako,Kamloops,4.6362,0.0045,0.6115,8.6609,True
151,Bulkley Nechako,Kelowna,5.0034,0.0008,0.9787,9.0282,True
152,Bulkley Nechako,Kimberley,3.4637,0.2652,-0.561,7.4884,False
153,Bulkley Nechako,Kitimat,8.5958,0.0,4.5711,12.6205,True
154,Bulkley Nechako,Merritt,5.3595,0.0001,1.3347,9.3842,True
155,Bulkley Nechako,Mount Waddington,20.4371,0.0,16.4124,24.4618,True
156,Bulkley Nechako,Nanaimo,2.8942,0.7229,-1.1305,6.9189,False
157,Bulkley Nechako,Pemberton Valley,21.983,0.0,17.9583,26.0077,True
158,Bulkley Nechako,Port Alberni,2.4348,0.9609,-1.5899,6.4596,False
159,Bulkley Nechako,Port Edward,-0.1823,1.0,-4.207,3.8425,False
160,Bulkley Nechako,Powell River,6.6208,0.0,2.5961,10.6455,True
161,Bulkley Nechako,Prince George,-0.5411,1.0,-4.5658,3.4837,False
162,Bulkley Nechako,Prince Rupert,-0.4825,1.0,-4.5072,3.5422,False
163,Bulkley Nechako,Quesnel,7.2469,0.0,3.2222,11.2717,True
164,Bulkley Nechako,Revelstoke,3.7186,0.1339,-0.3061,7.7433,False
165,Bulkley Nechako,Salt Spring Island,11.2928,0.0,7.268,15.3175,True
166,Bulkley Nechako,Shuswap,-1.4339,1.0,-5.4586,2.5908,False
167,Bulkley Nechako,Skeena,9.614,0.0,5.5893,13.6388,True
168,Bulkley Nechako,Smithers,26.489,0.0,22.4643,30.5138,True
169,Bulkley Nechako,South Okanagan Similkameen,-3.4492,0.2746,-7.4739,0.5756,False
170,Bulkley Nechako,Squamish,3.6052,0.1845,-0.4195,7.6299,False
171,Bulkley Nechako,Sunshine Coast,10.3726,0.0,6.3478,14.3973,True
172,Bulkley Nechako,Terrace,7.7508,0.0,3.726,11.7755,True
173,Bulkley Nechako,Vernon,0.2999,1.0,-3.7249,4.3246,False
174,Bulkley Nechako,Victoria,-0.7636,1.0,-4.7883,3.2611,False
175,Bulkley Nechako,West Kootenay,7.8323,0.0,3.8076,11.8571,True
176,Bulkley Nechako,Whistler,1.322,1.0,-2.7027,5.3468,False
177,Bulkley Nechako,Williams Lake,3.7907,0.1078,-0.234,7.8154,False
178,Campbell River,Central Fraser Valley,-6.6725,0.0,-10.6972,-2.6478,True
179,Campbell River,Chilliwack,-6.083,0.0,-10.1077,-2.0582,True
180,Campbell River,Clearwater,9.2238,0.0,5.199,13.2485,True
181,Campbell River,Columbia Valley,-5.2844,0.0002,-9.3091,-1.2597,True
182,Campbell River,Comox Valley,-1.5652,1.0,-5.5899,2.4595,False
183,Campbell River,Cowichan Valley,0.3083,1.0,-3.7164,4.3331,False
184,Campbell River,Cranbrook,-5.6806,0.0,-9.7053,-1.6559,True
185,Campbell River,Creston Valley,-8.2593,0.0,-12.284,-4.2346,True
186,Campbell River,Dawson Creek,-9.6503,0.0,-13.675,-5.6255,True
187,Campbell River,Elk Valley,-2.8201,0.7786,-6.8448,1.2047,False
188,Campbell River,Fort St John,-8.4738,0.0,-12.4985,-4.449,True
189,Campbell River,Greater Vancouver,-8.7827,0.0,-12.8074,-4.7579,True
190,Campbell River,Hazeltons,-0.6682,1.0,-4.6929,3.3565,False
191,Campbell River,Hope,-7.4285,0.0,-11.4532,-3.4038,True
192,Campbell River,Kamloops,-3.7475,0.1229,-7.7722,0.2772,False
193,Campbell River,Kelowna,-3.3803,0.322,-7.405,0.6445,False
194,Campbell River,Kimberley,-4.92,0.0012,-8.9447,-0.8953,True
195,Campbell River,Kitimat,0.2121,1.0,-3.8126,4.2368,False
196,Campbell River,Merritt,-3.0242,0.6152,-7.049,1.0005,False
197,Campbell River,Mount Waddington,12.0534,0.0,8.0287,16.0782,True
198,Campbell River,Nanaimo,-5.4895,0.0001,-9.5142,-1.4648,True
199,Campbell River,Pemberton Valley,13.5993,0.0,9.5746,17.6241,True
200,Campbell River,Port Alberni,-5.9489,0.0,-9.9736,-1.9241,True
201,Campbell River,Port Edward,-8.566,0.0,-12.5907,-4.5412,True
202,Campbell River,Powell River,-1.7629,0.9999,-5.7876,2.2618,False
203,Campbell River,Prince George,-8.9248,0.0,-12.9495,-4.9,True
204,Campbell River,Prince Rupert,-8.8662,0.0,-12.8909,-4.8415,True
205,Campbell River,Quesnel,-1.1368,1.0,-5.1615,2.888,False
206,Campbell River,Revelstoke,-4.6651,0.0039,-8.6898,-0.6404,True
207,Campbell River,Salt Spring Island,2.9091,0.7111,-1.1157,6.9338,False
208,Campbell River,Shuswap,-9.8176,0.0,-13.8423,-5.7929,True
209,Campbell River,Skeena,1.2304,1.0,-2.7944,5.2551,False
210,Campbell River,Smithers,18.1053,0.0,14.0806,22.1301,True
211,Campbell River,South Okanagan Similkameen,-11.8329,0.0,-15.8576,-7.8081,True
212,Campbell River,Squamish,-4.7785,0.0024,-8.8032,-0.7538,True
213,Campbell River,Sunshine Coast,1.9889,0.9991,-2.0358,6.0136,False
214,Campbell River,Terrace,-0.6329,1.0,-4.6576,3.3918,False
215,Campbell River,Vernon,-8.0838,0.0,-12.1086,-4.0591,True
216,Campbell River,Victoria,-9.1473,0.0,-13.172,-5.1226,True
217,Campbell River,West Kootenay,-0.5514,1.0,-4.5761,3.4734,False
218,Campbell River,Whistler,-7.0617,0.0,-11.0864,-3.0369,True
219,Campbell River,Williams Lake,-4.593,0.0054,-8.6177,-0.5683,True
220,Central Fraser Valley,Chilliwack,0.5895,1.0,-3.4352,4.6143,False
221,Central Fraser Valley,Clearwater,15.8963,0.0,11.8715,19.921,True
222,Central Fraser Valley,Columbia Valley,1.3881,1.0,-2.6366,5.4128,False
223,Central Fraser Valley,Comox Valley,5.1073,0.0005,1.0825,9.132,True
224,Central Fraser Valley,Cowichan Valley,6.9808,0.0,2.9561,11.0055,True
225,Central Fraser Valley,Cranbrook,0.9919,1.0,-3.0329,5.0166,False
226,Central Fraser Valley,Creston Valley,-1.5868,1.0,-5.6116,2.4379,False
227,Central Fraser Valley,Dawson Creek,-2.9778,0.6547,-7.0025,1.0469,False
228,Central Fraser Valley,Elk Valley,3.8524,0.0889,-0.1723,7.8771,False
229,Central Fraser Valley,Fort St John,-1.8013,0.9999,-5.826,2.2235,False
230,Central Fraser Valley,Greater Vancouver,-2.1102,0.9967,-6.1349,1.9145,False
231,Central Fraser Valley,Hazeltons,6.0043,0.0,1.9796,10.029,True
232,Central Fraser Valley,Hope,-0.756,1.0,-4.7807,3.2687,False
233,Central Fraser Valley,Kamloops,2.925,0.6983,-1.0997,6.9497,False
234,Central Fraser Valley,Kelowna,3.2922,0.3885,-0.7325,7.3169,False
235,Central Fraser Valley,Kimberley,1.7525,1.0,-2.2723,5.7772,False
236,Central Fraser Valley,Kitimat,6.8846,0.0,2.8599,10.9093,True
237,Central Fraser Valley,Merritt,3.6482,0.1638,-0.3765,7.673,False
238,Central Fraser Valley,Mount Waddington,18.7259,0.0,14.7012,22.7506,True
239,Central Fraser Valley,Nanaimo,1.183,1.0,-2.8417,5.2077,False
240,Central Fraser Valley,Pemberton Valley,20.2718,0.0,16.2471,24.2965,True
241,Central Fraser Valley,Port Alberni,0.7236,1.0,-3.3011,4.7483,False
242,Central Fraser Valley,Port Edward,-1.8935,0.9997,-5.9182,2.1312,False
243,Central Fraser Valley,Powell River,4.9096,0.0013,0.8848,8.9343,True
244,Central Fraser Valley,Prince George,-2.2523,0.9888,-6.277,1.7724,False
245,Central Fraser Valley,Prince Rupert,-2.1937,0.993,-6.2185,1.831,False
246,Central Fraser Valley,Quesnel,5.5357,0.0001,1.511,9.5604,True
247,Central Fraser Valley,Revelstoke,2.0074,0.9988,-2.0173,6.0321,False
248,Central Fraser Valley,Salt Spring Island,9.5815,0.0,5.5568,13.6063,True
249,Central Fraser Valley,Shuswap,-3.1451,0.5107,-7.1698,0.8796,False
250,Central Fraser Valley,Skeena,7.9028,0.0,3.8781,11.9276,True
251,Central Fraser Valley,Smithers,24.7778,0.0,20.7531,28.8025,True
252,Central Fraser Valley,South Okanagan Similkameen,-5.1604,0.0004,-9.1851,-1.1357,True
253,Central Fraser Valley,Squamish,1.894,0.9997,-2.1308,5.9187,False
254,Central Fraser Valley,Sunshine Coast,8.6614,0.0,4.6366,12.6861,True
255,Central Fraser Valley,Terrace,6.0396,0.0,2.0148,10.0643,True
256,Central Fraser Valley,Vernon,-1.4114,1.0,-5.4361,2.6134,False
257,Central Fraser Valley,Victoria,-2.4748,0.9507,-6.4996,1.5499,False
258,Central Fraser Valley,West Kootenay,6.1211,0.0,2.0964,10.1458,True
259,Central Fraser Valley,Whistler,-0.3892,1.0,-4.4139,3.6355,False
260,Central Fraser Valley,Williams Lake,2.0795,0.9976,-1.9453,6.1042,False
261,Chilliwack,Clearwater,15.3067,0.0,11.282,19.3315,True
262,Chilliwack,Columbia Valley,0.7986,1.0,-3.2262,4.8233,False
263,Chilliwack,Comox Valley,4.5177,0.0074,0.493,8.5425,True
264,Chilliwack,Cowichan Valley,6.3913,0.0,2.3666,10.416,True
265,Chilliwack,Cranbrook,0.4023,1.0,-3.6224,4.4271,False
266,Chilliwack,Creston Valley,-2.1764,0.994,-6.2011,1.8484,False
267,Chilliwack,Dawson Creek,-3.5673,0.2041,-7.592,0.4574,False
268,Chilliwack,Elk Valley,3.2629,0.412,-0.7618,7.2876,False
269,Chilliwack,Fort St John,-2.3908,0.9702,-6.4155,1.6339,False
270,Chilliwack,Greater Vancouver,-2.6997,0.8562,-6.7244,1.325,False
271,Chilliwack,Hazeltons,5.4148,0.0001,1.39,9.4395,True
272,Chilliwack,Hope,-1.3455,1.0,-5.3703,2.6792,False
273,Chilliwack,Kamloops,2.3355,0.9794,-1.6893,6.3602,False
274,Chilliwack,Kelowna,2.7027,0.8545,-1.322,6.7274,False
275,Chilliwack,Kimberley,1.1629,1.0,-2.8618,5.1877,False
276,Chilliwack,Kitimat,6.2951,0.0,2.2703,10.3198,True
277,Chilliwack,Merritt,3.0587,0.5855,-0.966,7.0834,False
278,Chilliwack,Mount Waddington,18.1364,0.0,14.1117,22.1611,True
279,Chilliwack,Nanaimo,0.5935,1.0,-3.4313,4.6182,False
280,Chilliwack,Pemberton Valley,19.6823,0.0,15.6576,23.707,True
281,Chilliwack,Port Alberni,0.1341,1.0,-3.8906,4.1588,False
282,Chilliwack,Port Edward,-2.483,0.9484,-6.5077,1.5417,False
283,Chilliwack,Powell River,4.32,0.0167,0.2953,8.3448,True
284,Chilliwack,Prince George,-2.8418,0.7628,-6.8665,1.1829,False
285,Chilliwack,Prince Rupert,-2.7833,0.8042,-6.808,1.2415,False
286,Chilliwack,Quesnel,4.9462,0.0011,0.9215,8.9709,True
287,Chilliwack,Revelstoke,1.4179,1.0,-2.6069,5.4426,False
288,Chilliwack,Salt Spring Island,8.992,0.0,4.9673,13.0167,True
289,Chilliwack,Shuswap,-3.7346,0.1277,-7.7594,0.2901,False
290,Chilliwack,Skeena,7.3133,0.0,3.2886,11.338,True
291,Chilliwack,Smithers,24.1883,0.0,20.1636,28.213,True
292,Chilliwack,South Okanagan Similkameen,-5.7499,0.0,-9.7746,-1.7252,True
293,Chilliwack,Squamish,1.3044,1.0,-2.7203,5.3292,False
294,Chilliwack,Sunshine Coast,8.0718,0.0,4.0471,12.0966,True
295,Chilliwack,Terrace,5.45,0.0001,1.4253,9.4748,True
296,Chilliwack,Vernon,-2.0009,0.9989,-6.0256,2.0238,False
297,Chilliwack,Victoria,-3.0644,0.5806,-7.0891,0.9604,False
298,Chilliwack,West Kootenay,5.5316,0.0001,1.5069,9.5563,True
299,Chilliwack,Whistler,-0.9787,1.0,-5.0034,3.046,False
300,Chilliwack,Williams Lake,1.4899,1.0,-2.5348,5.5147,False
301,Clearwater,Columbia Valley,-14.5082,0.0,-18.5329,-10.4834,True
302,Clearwater,Comox Valley,-10.789,0.0,-14.8137,-6.7643,True
303,Clearwater,Cowichan Valley,-8.9154,0.0,-12.9402,-4.8907,True
304,Clearwater,Cranbrook,-14.9044,0.0,-18.9291,-10.8797,True
305,Clearwater,Creston Valley,-17.4831,0.0,-21.5078,-13.4584,True
306,Clearwater,Dawson Creek,-18.874,0.0,-22.8988,-14.8493,True
307,Clearwater,Elk Valley,-12.0438,0.0,-16.0686,-8.0191,True
308,Clearwater,Fort St John,-17.6975,0.0,-21.7223,-13.6728,True
309,Clearwater,Greater Vancouver,-18.0064,0.0,-22.0312,-13.9817,True
310,Clearwater,Hazeltons,-9.892,0.0,-13.9167,-5.8672,True
311,Clearwater,Hope,-16.6523,0.0,-20.677,-12.6275,True
312,Clearwater,Kamloops,-12.9713,0.0,-16.996,-8.9465,True
313,Clearwater,Kelowna,-12.604,0.0,-16.6288,-8.5793,True
314,Clearwater,Kimberley,-14.1438,0.0,-18.1685,-10.1191,True
315,Clearwater,Kitimat,-9.0117,0.0,-13.0364,-4.9869,True
316,Clearwater,Merritt,-12.248,0.0,-16.2727,-8.2233,True
317,Clearwater,Mount Waddington,2.8297,0.7717,-1.1951,6.8544,False
318,Clearwater,Nanaimo,-14.7133,0.0,-18.738,-10.6885,True
319,Clearwater,Pemberton Valley,4.3756,0.0134,0.3508,8.4003,True
320,Clearwater,Port Alberni,-15.1726,0.0,-19.1974,-11.1479,True
321,Clearwater,Port Edward,-17.7897,0.0,-21.8145,-13.765,True
322,Clearwater,Powell River,-10.9867,0.0,-15.0114,-6.962,True
323,Clearwater,Prince George,-18.1485,0.0,-22.1733,-14.1238,True
324,Clearwater,Prince Rupert,-18.09,0.0,-22.1147,-14.0653,True
325,Clearwater,Quesnel,-10.3605,0.0,-14.3853,-6.3358,True
326,Clearwater,Revelstoke,-13.8889,0.0,-17.9136,-9.8641,True
327,Clearwater,Salt Spring Island,-6.3147,0.0,-10.3394,-2.29,True
328,Clearwater,Shuswap,-19.0414,0.0,-23.0661,-15.0166,True
329,Clearwater,Skeena,-7.9934,0.0,-12.0181,-3.9687,True
330,Clearwater,Smithers,8.8816,0.0,4.8568,12.9063,True
331,Clearwater,South Okanagan Similkameen,-21.0566,0.0,-25.0814,-17.0319,True
332,Clearwater,Squamish,-14.0023,0.0,-18.027,-9.9776,True
333,Clearwater,Sunshine Coast,-7.2349,0.0,-11.2596,-3.2102,True
334,Clearwater,Terrace,-9.8567,0.0,-13.8814,-5.832,True
335,Clearwater,Vernon,-17.3076,0.0,-21.3323,-13.2829,True
336,Clearwater,Victoria,-18.3711,0.0,-22.3958,-14.3464,True
337,Clearwater,West Kootenay,-9.7751,0.0,-13.7999,-5.7504,True
338,Clearwater,Whistler,-16.2854,0.0,-20.3102,-12.2607,True
