,group1,group2,meandiff,p-adj,lower,upper,reject
0,100 mile house,Agassiz-Harrison,-3.8111,0.9963,-11.0349,3.4127,False
1,100 mile house,Ashcroft-Cache-Creek-Clinton,34.5802,0.0,27.3564,41.804,True
2,100 mile house,Bulkley Nechako,-2.8295,1.0,-10.0533,4.3943,False
3,100 mile house,Campbell River,-3.4735,0.9995,-10.6973,3.7504,False
4,100 mile house,Central Fraser Valley,-3.6186,0.9987,-10.8424,3.6053,False
5,100 mile house,Chilliwack,-2.3236,1.0,-9.5475,4.9002,False
6,100 mile house,Clearwater,22.6869,0.0,15.4631,29.9107,True
7,100 mile house,Columbia Valley,-7.2943,0.0435,-14.5182,-0.0705,True
8,100 mile house,Comox Valley,-4.5042,0.9404,-11.728,2.7197,False
9,100 mile house,Cowichan Valley,6.3545,0.219,-0.8693,13.5783,False
10,100 mile house,Cranbrook,-7.2644,0.0462,-14.4882,-0.0406,True
11,100 mile house,Creston Valley,-7.2383,0.0486,-14.4621,-0.0145,True
12,100 mile house,Dawson Creek,-1.9693,1.0,-9.1931,5.2545,False
13,100 mile house,Elk Valley,-4.0589,0.988,-11.2827,3.1649,False
14,100 mile house,Fort St John,-4.7024,0.8974,-11.9262,2.5215,False
15,100 mile house,Greater Vancouver,-2.2172,1.0,-9.441,5.0067,False
16,100 mile house,Hazeltons,-0.6046,1.0,-7.8285,6.6192,False
17,100 mile house,Hope,-4.7088,0.8957,-11.9327,2.515,False
18,100 mile house,Kamloops,-5.0636,0.7779,-12.2874,2.1603,False
19,100 mile house,Kelowna,-3.0171,1.0,-10.241,4.2067,False
20,100 mile house,Kimberley,-7.3645,0.0379,-14.5883,-0.1407,True
21,100 mile house,Kitimat,1.3847,1.0,-5.8392,8.6085,False
22,100 mile house,Merritt,-8.2676,0.0051,-15.4915,-1.0438,True
23,100 mile house,Mount Waddington,13.5751,0.0,6.3512,20.7989,True
24,100 mile house,Nanaimo,-0.1121,1.0,-7.336,7.1117,False
25,100 mile house,Pemberton Valley,19.2637,0.0,12.0399,26.4876,True
26,100 mile house,Port Alberni,-7.6625,0.0203,-14.8863,-0.4387,True
27,100 mile house,Port Edward,-8.2538,0.0053,-15.4776,-1.03,True
28,100 mile house,Powell River,4.7401,0.8874,-2.4837,11.9639,False
29,100 mile house,Prince George,-1.8465,1.0,-9.0703,5.3774,False
30,100 mile house,Prince Rupert,-8.5642,0.0024,-15.788,-1.3403,True
31,100 mile house,Quesnel,4.2121,0.9778,-3.0117,11.4359,False
32,100 mile house,Revelstoke,-0.6355,1.0,-7.8593,6.5883,False
33,100 mile house,Salt Spring Island,-2.5431,1.0,-9.7669,4.6807,False
34,100 mile house,Shuswap,-7.6515,0.0208,-14.8753,-0.4277,True
35,100 mile house,Skeena,4.662,0.9075,-2.5619,11.8858,False
36,100 mile house,Smithers,5.5158,0.573,-1.708,12.7396,False
37,100 mile house,South Okanagan Similkameen,-5.3816,0.6373,-12.6055,1.8422,False
38,100 mile house,Squamish,-3.7373,0.9975,-10.9612,3.4865,False
39,100 mile house,Sunshine Coast,8.032,0.0089,0.8081,15.2558,True
40,100 mile house,Terrace,-0.0916,1.0,-7.3154,7.1322,False
41,100 mile house,Vernon,-5.9345,0.3774,-13.1583,1.2893,False
42,100 mile house,Victoria,-1.0064,1.0,-8.2302,6.2174,False
43,100 mile house,West Kootenay,2.6606,1.0,-4.5632,9.8844,False
44,100 mile house,Whistler,-7.645,0.0211,-14.8688,-0.4212,True
45,100 mile house,Williams Lake,-2.9292,1.0,-10.153,4.2946,False
46,Agassiz-Harrison,Ashcroft-Cache-Creek-Clinton,38.3913,0.0,31.1675,45.6151,True
47,Agassiz-Harrison,Bulkley Nechako,0.9816,1.0,-6.2422,8.2055,False
48,Agassiz-Harrison,Campbell River,0.3377,1.0,-6.8862,7.5615,False
49,Agassiz-Harrison,Central Fraser Valley,0.1925,1.0,-7.0313,7.4164,False
50,Agassiz-Harrison,Chilliwack,1.4875,1.0,-5.7364,8.7113,False
51,Agassiz-Harrison,Clearwater,26.498,0.0,19.2742,33.7218,True
52,Agassiz-Harrison,Columbia Valley,-3.4832,0.9995,-10.7071,3.7406,False
53,Agassiz-Harrison,Comox Valley,-0.693,1.0,-7.9169,6.5308,False
54,Agassiz-Harrison,Cowichan Valley,10.1656,0.0,2.9418,17.3894,True
55,Agassiz-Harrison,Cranbrook,-3.4533,0.9996,-10.6771,3.7706,False
56,Agassiz-Harrison,Creston Valley,-3.4272,0.9996,-10.651,3.7966,False
57,Agassiz-Harrison,Dawson Creek,1.8418,1.0,-5.382,9.0656,False
58,Agassiz-Harrison,Elk Valley,-0.2478,1.0,-7.4716,6.976,False
59,Agassiz-Harrison,Fort St John,-0.8912,1.0,-8.1151,6.3326,False
60,Agassiz-Harrison,Greater Vancouver,1.594,1.0,-5.6299,8.8178,False
61,Agassiz-Harrison,Hazeltons,3.2065,0.9999,-4.0174,10.4303,False
62,Agassiz-Harrison,Hope,-0.8977,1.0,-8.1215,6.3261,False
63,Agassiz-Harrison,Kamloops,-1.2524,1.0,-8.4763,5.9714,False
64,Agassiz-Harrison,Kelowna,0.794,1.0,-6.4298,8.0178,False
65,Agassiz-Harrison,Kimberley,-3.5534,0.9991,-10.7772,3.6704,False
66,Agassiz-Harrison,Kitimat,5.1958,0.7224,-2.028,12.4196,False
67,Agassiz-Harrison,Merritt,-4.4565,0.9484,-11.6803,2.7673,False
68,Agassiz-Harrison,Mount Waddington,17.3862,0.0,10.1623,24.61,True
69,Agassiz-Harrison,Nanaimo,3.699,0.998,-3.5248,10.9228,False
70,Agassiz-Harrison,Pemberton Valley,23.0748,0.0,15.851,30.2987,True
71,Agassiz-Harrison,Port Alberni,-3.8514,0.9954,-11.0752,3.3724,False
72,Agassiz-Harrison,Port Edward,-4.4427,0.9506,-11.6665,2.7811,False
73,Agassiz-Harrison,Powell River,8.5512,0.0025,1.3274,15.7751,True
74,Agassiz-Harrison,Prince George,1.9646,1.0,-5.2592,9.1885,False
75,Agassiz-Harrison,Prince Rupert,-4.753,0.8838,-11.9769,2.4708,False
76,Agassiz-Harrison,Quesnel,8.0232,0.0091,0.7994,15.247,True
77,Agassiz-Harrison,Revelstoke,3.1756,0.9999,-4.0482,10.3994,False
78,Agassiz-Harrison,Salt Spring Island,1.268,1.0,-5.9558,8.4918,False
79,Agassiz-Harrison,Shuswap,-3.8404,0.9957,-11.0642,3.3834,False
80,Agassiz-Harrison,Skeena,8.4731,0.0031,1.2493,15.6969,True
81,Agassiz-Harrison,Smithers,9.3269,0.0003,2.1031,16.5507,True
82,Agassiz-Harrison,South Okanagan Similkameen,-1.5705,1.0,-8.7944,5.6533,False
83,Agassiz-Harrison,Squamish,0.0738,1.0,-7.15,7.2976,False
84,Agassiz-Harrison,Sunshine Coast,11.8431,0.0,4.6193,19.0669,True
85,Agassiz-Harrison,Terrace,3.7195,0.9977,-3.5043,10.9433,False
86,Agassiz-Harrison,Vernon,-2.1234,1.0,-9.3472,5.1005,False
87,Agassiz-Harrison,Victoria,2.8047,1.0,-4.4191,10.0286,False
88,Agassiz-Harrison,West Kootenay,6.4717,0.1842,-0.7521,13.6955,False
89,Agassiz-Harrison,Whistler,-3.8339,0.9958,-11.0577,3.3899,False
90,Agassiz-Harrison,Williams Lake,0.8819,1.0,-6.3419,8.1057,False
91,Ashcroft-Cache-Creek-Clinton,Bulkley Nechako,-37.4097,0.0,-44.6335,-30.1859,True
92,Ashcroft-Cache-Creek-Clinton,Campbell River,-38.0537,0.0,-45.2775,-30.8298,True
93,Ashcroft-Cache-Creek-Clinton,Central Fraser Valley,-38.1988,0.0,-45.4226,-30.9749,True
94,Ashcroft-Cache-Creek-Clinton,Chilliwack,-36.9038,0.0,-44.1277,-29.68,True
95,Ashcroft-Cache-Creek-Clinton,Clearwater,-11.8933,0.0,-19.1171,-4.6695,True
96,Ashcroft-Cache-Creek-Clinton,Columbia Valley,-41.8745,0.0,-49.0984,-34.6507,True
97,Ashcroft-Cache-Creek-Clinton,Comox Valley,-39.0844,0.0,-46.3082,-31.8605,True
98,Ashcroft-Cache-Creek-Clinton,Cowichan Valley,-28.2257,0.0,-35.4495,-21.0019,True
99,Ashcroft-Cache-Creek-Clinton,Cranbrook,-41.8446,0.0,-49.0684,-34.6208,True
100,Ashcroft-Cache-Creek-Clinton,Creston Valley,-41.8185,0.0,-49.0423,-34.5947,True
101,Ashcroft-Cache-Creek-Clinton,Dawson Creek,-36.5495,0.0,-43.7733,-29.3257,True
102,Ashcroft-Cache-Creek-Clinton,Elk Valley,-38.6391,0.0,-45.8629,-31.4153,True
103,Ashcroft-Cache-Creek-Clinton,Fort St John,-39.2826,0.0,-46.5064,-32.0587,True
104,Ashcroft-Cache-Creek-Clinton,Greater Vancouver,-36.7974,0.0,-44.0212,-29.5735,True
105,Ashcroft-Cache-Creek-Clinton,Hazeltons,-35.1848,0.0,-42.4087,-27.961,True
106,Ashcroft-Cache-Creek-Clinton,Hope,-39.289,0.0,-46.5129,-32.0652,True
107,Ashcroft-Cache-Creek-Clinton,Kamloops,-39.6438,0.0,-46.8676,-32.4199,True
108,Ashcroft-Cache-Creek-Clinton,Kelowna,-37.5973,0.0,-44.8212,-30.3735,True
109,Ashcroft-Cache-Creek-Clinton,Kimberley,-41.9447,0.0,-49.1685,-34.7209,True
110,Ashcroft-Cache-Creek-Clinton,Kitimat,-33.1955,0.0,-40.4193,-25.9717,True
111,Ashcroft-Cache-Creek-Clinton,Merritt,-42.8478,0.0,-50.0717,-35.624,True
112,Ashcroft-Cache-Creek-Clinton,Mount Waddington,-21.0051,0.0,-28.229,-13.7813,True
113,Ashcroft-Cache-Creek-Clinton,Nanaimo,-34.6923,0.0,-41.9162,-27.4685,True
114,Ashcroft-Cache-Creek-Clinton,Pemberton Valley,-15.3165,0.0,-22.5403,-8.0926,True
115,Ashcroft-Cache-Creek-Clinton,Port Alberni,-42.2427,0.0,-49.4665,-35.0189,True
116,Ashcroft-Cache-Creek-Clinton,Port Edward,-42.834,0.0,-50.0578,-35.6102,True
117,Ashcroft-Cache-Creek-Clinton,Powell River,-29.8401,0.0,-37.0639,-22.6163,True
118,Ashcroft-Cache-Creek-Clinton,Prince George,-36.4267,0.0,-43.6505,-29.2028,True
119,Ashcroft-Cache-Creek-Clinton,Prince Rupert,-43.1444,0.0,-50.3682,-35.9205,True
120,Ashcroft-Cache-Creek-Clinton,Quesnel,-30.3681,0.0,-37.5919,-23.1443,True
121,Ashcroft-Cache-Creek-Clinton,Revelstoke,-35.2157,0.0,-42.4395,-27.9919,True
122,Ashcroft-Cache-Creek-Clinton,Salt Spring Island,-37.1233,0.0,-44.3471,-29.8995,True
123,Ashcroft-Cache-Creek-Clinton,Shuswap,-42.2317,0.0,-49.4555,-35.0079,True
124,Ashcroft-Cache-Creek-Clinton,Skeena,-29.9182,0.0,-37.1421,-22.6944,True
125,Ashcroft-Cache-Creek-Clinton,Smithers,-29.0644,0.0,-36.2882,-21.8406,True
126,Ashcroft-Cache-Creek-Clinton,South Okanagan Similkameen,-39.9618,0.0,-47.1857,-32.738,True
127,Ashcroft-Cache-Creek-Clinton,Squamish,-38.3175,0.0,-45.5414,-31.0937,True
128,Ashcroft-Cache-Creek-Clinton,Sunshine Coast,-26.5482,0.0,-33.7721,-19.3244,True
129,Ashcroft-Cache-Creek-Clinton,Terrace,-34.6718,0.0,-41.8956,-27.448,True
130,Ashcroft-Cache-Creek-Clinton,Vernon,-40.5147,0.0,-47.7385,-33.2908,True
131,Ashcroft-Cache-Creek-Clinton,Victoria,-35.5866,0.0,-42.8104,-28.3628,True
132,Ashcroft-Cache-Creek-Clinton,West Kootenay,-31.9196,0.0,-39.1434,-24.6958,True
133,Ashcroft-Cache-Creek-Clinton,Whistler,-42.2252,0.0,-49.449,-35.0014,True
134,Ashcroft-Cache-Creek-Clinton,Williams Lake,-37.5094,0.0,-44.7332,-30.2856,True
135,Bulkley Nechako,Campbell River,-0.644,1.0,-7.8678,6.5798,False
136,Bulkley Nechako,Central Fraser Valley,-0.7891,1.0,-8.0129,6.4347,False
137,Bulkley Nechako,Chilliwack,0.5058,1.0,-6.718,7.7297,False
138,Bulkley Nechako,Clearwater,25.5164,0.0,18.2926,32.7402,True
139,Bulkley Nechako,Columbia Valley,-4.4649,0.9471,-11.6887,2.759,False
140,Bulkley Nechako,Comox Valley,-1.6747,1.0,-8.8985,5.5491,False
141,Bulkley Nechako,Cowichan Valley,9.184,0.0005,1.9602,16.4078,True
142,Bulkley Nechako,Cranbrook,-4.4349,0.9518,-11.6587,2.7889,False
143,Bulkley Nechako,Creston Valley,-4.4088,0.9557,-11.6326,2.815,False
144,Bulkley Nechako,Dawson Creek,0.8602,1.0,-6.3636,8.084,False
145,Bulkley Nechako,Elk Valley,-1.2294,1.0,-8.4532,5.9944,False
146,Bulkley Nechako,Fort St John,-1.8729,1.0,-9.0967,5.3509,False
147,Bulkley Nechako,Greater Vancouver,0.6123,1.0,-6.6115,7.8361,False
148,Bulkley Nechako,Hazeltons,2.2248,1.0,-4.999,9.4487,False
149,Bulkley Nechako,Hope,-1.8794,1.0,-9.1032,5.3445,False
150,Bulkley Nechako,Kamloops,-2.2341,1.0,-9.4579,4.9897,False
151,Bulkley Nechako,Kelowna,-0.1876,1.0,-7.4115,7.0362,False
152,Bulkley Nechako,Kimberley,-4.535,0.9347,-11.7588,2.6888,False
153,Bulkley Nechako,Kitimat,4.2142,0.9776,-3.0097,11.438,False
154,Bulkley Nechako,Merritt,-5.4382,0.6104,-12.662,1.7857,False
155,Bulkley Nechako,Mount Waddington,16.4045,0.0,9.1807,23.6284,True
156,Bulkley Nechako,Nanaimo,2.7173,1.0,-4.5065,9.9412,False
157,Bulkley Nechako,Pemberton Valley,22.0932,0.0,14.8694,29.317,True
158,Bulkley Nechako,Port Alberni,-4.833,0.8602,-12.0569,2.3908,False
159,Bulkley Nechako,Port Edward,-5.4243,0.617,-12.6482,1.7995,False
160,Bulkley Nechako,Powell River,7.5696,0.0248,0.3458,14.7934,True
161,Bulkley Nechako,Prince George,0.983,1.0,-6.2408,8.2068,False
162,Bulkley Nechako,Prince Rupert,-5.7347,0.4681,-12.9585,1.4891,False
163,Bulkley Nechako,Quesnel,7.0416,0.0706,-0.1822,14.2654,False
164,Bulkley Nechako,Revelstoke,2.194,1.0,-5.0298,9.4178,False
165,Bulkley Nechako,Salt Spring Island,0.2864,1.0,-6.9374,7.5102,False
166,Bulkley Nechako,Shuswap,-4.822,0.8636,-12.0459,2.4018,False
167,Bulkley Nechako,Skeena,7.4915,0.0292,0.2676,14.7153,True
168,Bulkley Nechako,Smithers,8.3453,0.0042,1.1215,15.5691,True
169,Bulkley Nechako,South Okanagan Similkameen,-2.5522,1.0,-9.776,4.6717,False
170,Bulkley Nechako,Squamish,-0.9079,1.0,-8.1317,6.316,False
171,Bulkley Nechako,Sunshine Coast,10.8615,0.0,3.6376,18.0853,True
172,Bulkley Nechako,Terrace,2.7379,1.0,-4.486,9.9617,False
173,Bulkley Nechako,Vernon,-3.105,1.0,-10.3288,4.1188,False
174,Bulkley Nechako,Victoria,1.8231,1.0,-5.4007,9.0469,False
175,Bulkley Nechako,West Kootenay,5.4901,0.5854,-1.7337,12.7139,False
176,Bulkley Nechako,Whistler,-4.8155,0.8656,-12.0393,2.4083,False
177,Bulkley Nechako,Williams Lake,-0.0997,1.0,-7.3235,7.1241,False
178,Campbell River,Central Fraser Valley,-0.1451,1.0,-7.3689,7.0787,False
179,Campbell River,Chilliwack,1.1498,1.0,-6.074,8.3736,False
180,Campbell River,Clearwater,26.1604,0.0,18.9365,33.3842,True
181,Campbell River,Columbia Valley,-3.8209,0.9961,-11.0447,3.4029,False
182,Campbell River,Comox Valley,-1.0307,1.0,-8.2545,6.1931,False
183,Campbell River,Cowichan Valley,9.828,0.0001,2.6041,17.0518,True
184,Campbell River,Cranbrook,-3.7909,0.9966,-11.0147,3.4329,False
185,Campbell River,Creston Valley,-3.7648,0.9971,-10.9887,3.459,False
186,Campbell River,Dawson Creek,1.5042,1.0,-5.7197,8.728,False
187,Campbell River,Elk Valley,-0.5854,1.0,-7.8093,6.6384,False
188,Campbell River,Fort St John,-1.2289,1.0,-8.4527,5.9949,False
189,Campbell River,Greater Vancouver,1.2563,1.0,-5.9675,8.4801,False
190,Campbell River,Hazeltons,2.8688,1.0,-4.355,10.0926,False
191,Campbell River,Hope,-1.2354,1.0,-8.4592,5.9884,False
192,Campbell River,Kamloops,-1.5901,1.0,-8.8139,5.6337,False
193,Campbell River,Kelowna,0.4563,1.0,-6.7675,7.6802,False
194,Campbell River,Kimberley,-3.891,0.9944,-11.1149,3.3328,False
195,Campbell River,Kitimat,4.8581,0.8522,-2.3657,12.082,False
196,Campbell River,Merritt,-4.7942,0.872,-12.018,2.4296,False
197,Campbell River,Mount Waddington,17.0485,0.0,9.8247,24.2723,True
198,Campbell River,Nanaimo,3.3613,0.9998,-3.8625,10.5851,False
199,Campbell River,Pemberton Valley,22.7372,0.0,15.5134,29.961,True
200,Campbell River,Port Alberni,-4.1891,0.9796,-11.4129,3.0348,False
201,Campbell River,Port Edward,-4.7804,0.876,-12.0042,2.4435,False
202,Campbell River,Powell River,8.2136,0.0058,0.9898,15.4374,True
203,Campbell River,Prince George,1.627,1.0,-5.5968,8.8508,False
204,Campbell River,Prince Rupert,-5.0907,0.7669,-12.3145,2.1331,False
205,Campbell River,Quesnel,7.6855,0.0194,0.4617,14.9094,True
206,Campbell River,Revelstoke,2.838,1.0,-4.3859,10.0618,False
207,Campbell River,Salt Spring Island,0.9304,1.0,-6.2935,8.1542,False
208,Campbell River,Shuswap,-4.1781,0.9805,-11.4019,3.0458,False
209,Campbell River,Skeena,8.1354,0.007,0.9116,15.3592,True
210,Campbell River,Smithers,8.9893,0.0008,1.7654,16.2131,True
211,Campbell River,South Okanagan Similkameen,-1.9082,1.0,-9.132,5.3156,False
212,Campbell River,Squamish,-0.2639,1.0,-7.4877,6.9599,False
213,Campbell River,Sunshine Coast,11.5054,0.0,4.2816,18.7292,True
214,Campbell River,Terrace,3.3818,0.9997,-3.842,10.6057,False
215,Campbell River,Vernon,-2.461,1.0,-9.6848,4.7628,False
216,Campbell River,Victoria,2.4671,1.0,-4.7567,9.6909,False
217,Campbell River,West Kootenay,6.1341,0.2958,-1.0898,13.3579,False
218,Campbell River,Whistler,-4.1715,0.981,-11.3954,3.0523,False
219,Campbell River,Williams Lake,0.5443,1.0,-6.6796,7.7681,False
220,Central Fraser Valley,Chilliwack,1.2949,1.0,-5.9289,8.5187,False
221,Central Fraser Valley,Clearwater,26.3055,0.0,19.0816,33.5293,True
222,Central Fraser Valley,Columbia Valley,-3.6758,0.9982,-10.8996,3.548,False
223,Central Fraser Valley,Comox Valley,-0.8856,1.0,-8.1094,6.3382,False
224,Central Fraser Valley,Cowichan Valley,9.9731,0.0,2.7492,17.1969,True
225,Central Fraser Valley,Cranbrook,-3.6458,0.9985,-10.8696,3.578,False
226,Central Fraser Valley,Creston Valley,-3.6197,0.9987,-10.8436,3.6041,False
227,Central Fraser Valley,Dawson Creek,1.6493,1.0,-5.5746,8.8731,False
228,Central Fraser Valley,Elk Valley,-0.4403,1.0,-7.6642,6.7835,False
229,Central Fraser Valley,Fort St John,-1.0838,1.0,-8.3076,6.14,False
230,Central Fraser Valley,Greater Vancouver,1.4014,1.0,-5.8224,8.6252,False
231,Central Fraser Valley,Hazeltons,3.0139,1.0,-4.2099,10.2377,False
232,Central Fraser Valley,Hope,-1.0903,1.0,-8.3141,6.1336,False
233,Central Fraser Valley,Kamloops,-1.445,1.0,-8.6688,5.7788,False
234,Central Fraser Valley,Kelowna,0.6014,1.0,-6.6224,7.8253,False
235,Central Fraser Valley,Kimberley,-3.7459,0.9974,-10.9698,3.4779,False
236,Central Fraser Valley,Kitimat,5.0032,0.8013,-2.2206,12.2271,False
237,Central Fraser Valley,Merritt,-4.6491,0.9105,-11.8729,2.5747,False
238,Central Fraser Valley,Mount Waddington,17.1936,0.0,9.9698,24.4174,True
239,Central Fraser Valley,Nanaimo,3.5064,0.9994,-3.7174,10.7302,False
240,Central Fraser Valley,Pemberton Valley,22.8823,0.0,15.6585,30.1061,True
241,Central Fraser Valley,Port Alberni,-4.044,0.9888,-11.2678,3.1799,False
242,Central Fraser Valley,Port Edward,-4.6352,0.9137,-11.8591,2.5886,False
243,Central Fraser Valley,Powell River,8.3587,0.0041,1.1349,15.5825,True
244,Central Fraser Valley,Prince George,1.7721,1.0,-5.4517,8.9959,False
245,Central Fraser Valley,Prince Rupert,-4.9456,0.8225,-12.1694,2.2782,False
246,Central Fraser Valley,Quesnel,7.8307,0.0141,0.6068,15.0545,True
247,Central Fraser Valley,Revelstoke,2.9831,1.0,-4.2407,10.2069,False
248,Central Fraser Valley,Salt Spring Island,1.0755,1.0,-6.1483,8.2993,False
249,Central Fraser Valley,Shuswap,-4.033,0.9893,-11.2568,3.1909,False
250,Central Fraser Valley,Skeena,8.2805,0.0049,1.0567,15.5044,True
251,Central Fraser Valley,Smithers,9.1344,0.0005,1.9106,16.3582,True
252,Central Fraser Valley,South Okanagan Similkameen,-1.7631,1.0,-8.9869,5.4607,False
253,Central Fraser Valley,Squamish,-0.1188,1.0,-7.3426,7.1051,False
254,Central Fraser Valley,Sunshine Coast,11.6505,0.0,4.4267,18.8744,True
255,Central Fraser Valley,Terrace,3.527,0.9993,-3.6969,10.7508,False
256,Central Fraser Valley,Vernon,-2.3159,1.0,-9.5397,4.9079,False
257,Central Fraser Valley,Victoria,2.6122,1.0,-4.6116,9.836,False
258,Central Fraser Valley,West Kootenay,6.2792,0.2436,-0.9447,13.503,False
259,Central Fraser Valley,Whistler,-4.0264,0.9896,-11.2503,3.1974,False
260,Central Fraser Valley,Williams Lake,0.6894,1.0,-6.5345,7.9132,False
261,Chilliwack,Clearwater,25.0105,0.0,17.7867,32.2344,True
262,Chilliwack,Columbia Valley,-4.9707,0.8134,-12.1945,2.2531,False
263,Chilliwack,Comox Valley,-2.1805,1.0,-9.4043,5.0433,False
264,Chilliwack,Cowichan Valley,8.6781,0.0018,1.4543,15.902,True
265,Chilliwack,Cranbrook,-4.9407,0.8242,-12.1646,2.2831,False
266,Chilliwack,Creston Valley,-4.9147,0.8334,-12.1385,2.3092,False
267,Chilliwack,Dawson Creek,0.3543,1.0,-6.8695,7.5782,False
268,Chilliwack,Elk Valley,-1.7352,1.0,-8.9591,5.4886,False
269,Chilliwack,Fort St John,-2.3787,1.0,-9.6025,4.8451,False
270,Chilliwack,Greater Vancouver,0.1065,1.0,-7.1173,7.3303,False
271,Chilliwack,Hazeltons,1.719,1.0,-5.5048,8.9428,False
272,Chilliwack,Hope,-2.3852,1.0,-9.609,4.8386,False
273,Chilliwack,Kamloops,-2.7399,1.0,-9.9637,4.4839,False
274,Chilliwack,Kelowna,-0.6935,1.0,-7.9173,6.5303,False
275,Chilliwack,Kimberley,-5.0409,0.7868,-12.2647,2.183,False
276,Chilliwack,Kitimat,3.7083,0.9979,-3.5155,10.9321,False
277,Chilliwack,Merritt,-5.944,0.3733,-13.1678,1.2798,False
278,Chilliwack,Mount Waddington,15.8987,0.0,8.6749,23.1225,True
279,Chilliwack,Nanaimo,2.2115,1.0,-5.0123,9.4353,False
280,Chilliwack,Pemberton Valley,21.5874,0.0,14.3636,28.8112,True
281,Chilliwack,Port Alberni,-5.3389,0.6574,-12.5627,1.885,False
282,Chilliwack,Port Edward,-5.9302,0.3793,-13.154,1.2937,False
283,Chilliwack,Powell River,7.0638,0.0678,-0.1601,14.2876,False
284,Chilliwack,Prince George,0.4772,1.0,-6.7466,7.701,False
285,Chilliwack,Prince Rupert,-6.2405,0.2569,-13.4643,0.9833,False
286,Chilliwack,Quesnel,6.5357,0.167,-0.6881,13.7596,False
287,Chilliwack,Revelstoke,1.6882,1.0,-5.5357,8.912,False
288,Chilliwack,Salt Spring Island,-0.2194,1.0,-7.4433,7.0044,False
289,Chilliwack,Shuswap,-5.3279,0.6626,-12.5517,1.896,False
290,Chilliwack,Skeena,6.9856,0.0782,-0.2382,14.2094,False
291,Chilliwack,Smithers,7.8395,0.0138,0.6156,15.0633,True
292,Chilliwack,South Okanagan Similkameen,-3.058,1.0,-10.2818,4.1658,False
293,Chilliwack,Squamish,-1.4137,1.0,-8.6375,5.8101,False
294,Chilliwack,Sunshine Coast,10.3556,0.0,3.1318,17.5794,True
295,Chilliwack,Terrace,2.232,1.0,-4.9918,9.4559,False
296,Chilliwack,Vernon,-3.6108,0.9988,-10.8347,3.613,False
297,Chilliwack,Victoria,1.3173,1.0,-5.9066,8.5411,False
298,Chilliwack,West Kootenay,4.9843,0.8084,-2.2396,12.2081,False
299,Chilliwack,Whistler,-5.3214,0.6656,-12.5452,1.9025,False
300,Chilliwack,Williams Lake,-0.6055,1.0,-7.8294,6.6183,False
301,Clearwater,Columbia Valley,-29.9812,0.0,-37.2051,-22.7574,True
302,Clearwater,Comox Valley,-27.1911,0.0,-34.4149,-19.9672,True
303,Clearwater,Cowichan Valley,-16.3324,0.0,-23.5562,-9.1086,True
304,Clearwater,Cranbrook,-29.9513,0.0,-37.1751,-22.7275,True
305,Clearwater,Creston Valley,-29.9252,0.0,-37.149,-22.7014,True
306,Clearwater,Dawson Creek,-24.6562,0.0,-31.88,-17.4324,True
307,Clearwater,Elk Valley,-26.7458,0.0,-33.9696,-19.522,True
308,Clearwater,Fort St John,-27.3893,0.0,-34.6131,-20.1654,True
309,Clearwater,Greater Vancouver,-24.9041,0.0,-32.1279,-17.6802,True
310,Clearwater,Hazeltons,-23.2915,0.0,-30.5154,-16.0677,True
311,Clearwater,Hope,-27.3957,0.0,-34.6196,-20.1719,True
312,Clearwater,Kamloops,-27.7505,0.0,-34.9743,-20.5266,True
313,Clearwater,Kelowna,-25.704,0.0,-32.9279,-18.4802,True
314,Clearwater,Kimberley,-30.0514,0.0,-37.2752,-22.8276,True
315,Clearwater,Kitimat,-21.3022,0.0,-28.5261,-14.0784,True
316,Clearwater,Merritt,-30.9545,0.0,-38.1784,-23.7307,True
317,Clearwater,Mount Waddington,-9.1118,0.0006,-16.3357,-1.888,True
318,Clearwater,Nanaimo,-22.799,0.0,-30.0229,-15.5752,True
319,Clearwater,Pemberton Valley,-3.4232,0.9996,-10.647,3.8007,False
320,Clearwater,Port Alberni,-30.3494,0.0,-37.5732,-23.1256,True
321,Clearwater,Port Edward,-30.9407,0.0,-38.1645,-23.7169,True
322,Clearwater,Powell River,-17.9468,0.0,-25.1706,-10.723,True
323,Clearwater,Prince George,-24.5334,0.0,-31.7572,-17.3095,True
324,Clearwater,Prince Rupert,-31.2511,0.0,-38.4749,-24.0272,True
325,Clearwater,Quesnel,-18.4748,0.0,-25.6986,-11.251,True
326,Clearwater,Revelstoke,-23.3224,0.0,-30.5462,-16.0986,True
327,Clearwater,Salt Spring Island,-25.23,0.0,-32.4538,-18.0062,True
328,Clearwater,Shuswap,-30.3384,0.0,-37.5622,-23.1146,True
329,Clearwater,Skeena,-18.0249,0.0,-25.2488,-10.8011,True
330,Clearwater,Smithers,-17.1711,0.0,-24.3949,-9.9473,True
331,Clearwater,South Okanagan Similkameen,-28.0685,0.0,-35.2924,-20.8447,True
332,Clearwater,Squamish,-26.4242,0.0,-33.6481,-19.2004,True
333,Clearwater,Sunshine Coast,-14.6549,0.0,-21.8788,-7.4311,True
334,Clearwater,Terrace,-22.7785,0.0,-30.0023,-15.5547,True
335,Clearwater,Vernon,-28.6214,0.0,-35.8452,-21.3976,True
336,Clearwater,Victoria,-23.6933,0.0,-30.9171,-16.4695,True
337,Clearwater,West Kootenay,-20.0263,0.0,-27.2501,-12.8025,True
338,Clearwater,Whistler,-30.3319,0.0,-37.5557,-23.1081,True
